Functional SecurityRole Name,Description,SecurityRole,EmailId
FINARGL,Finance Accounts Receivable AR/GL,AR02RW,
FINARGL,Finance Accounts Receivable AR/GL,AR03RO,
FINARGL,Finance Accounts Receivable AR/GL,AR04RO,
FINARGL,Finance Accounts Receivable AR/GL,GL01RO,
FINARGL,Finance Accounts Receivable AR/GL,GL01RW,
FINARGL,Finance Accounts Receivable AR/GL,GL02RO,
FINARGL,Finance Accounts Receivable AR/GL,GL03RO,
FINARGL,Finance Accounts Receivable AR/GL,GL04RO,
FINARGL,Finance Accounts Receivable AR/GL,GL04RW,
FINARGL,Finance Accounts Receivable AR/GL,GL05RO,
FINARGL,Finance Accounts Receivable AR/GL,MD15RO,
FINARGL,Finance Accounts Receivable AR/GL,MD17RO,
FINARGL,Finance Accounts Receivable AR/GL,RP01RO,
FINARGL,Finance Accounts Receivable AR/GL,SA01RO,
FINARGL,Finance Accounts Receivable AR/GL,TX01RO,
FINBUFAG2,FINBUFAG2,AP01RO,
FINBUFAG2,FINBUFAG2,AP01RW,
FINBUFAG2,FINBUFAG2,AP02RO,
FINBUFAG2,FINBUFAG2,AP02RW,
FINBUFAG2,FINBUFAG2,AP03RO,
FINBUFAG2,FINBUFAG2,AP04RO,
FINBUFAG2,FINBUFAG2,AP04RW,
FINBUFAG2,FINBUFAG2,AP05RO,
FINBUFAG2,FINBUFAG2,AR01RO,
FINBUFAG2,FINBUFAG2,AR01RW,
FINBUFAG2,FINBUFAG2,AR02RO,
FINBUFAG2,FINBUFAG2,AR02RW,
FINBUFAG2,FINBUFAG2,AR03RO,
FINBUFAG2,FINBUFAG2,AR04RO,
FINBUFAG2,FINBUFAG2,BU01RO,
FINBUFAG2,FINBUFAG2,BU01RW,
FINBUFAG2,FINBUFAG2,BU02RO,
FINBUFAG2,FINBUFAG2,FA02RO,
FINBUFAG2,FINBUFAG2,FA03RO,
FINBUFAG2,FINBUFAG2,FA04RO,
FINBUFAG2,FINBUFAG2,FA05RO,
FINBUFAG2,FINBUFAG2,FA06RO,
FINBUFAG2,FINBUFAG2,FS06RO,
FINBUFAG2,FINBUFAG2,GL01RO,
FINBUFAG2,FINBUFAG2,GL01RW,
FINBUFAG2,FINBUFAG2,GL02RO,
FINBUFAG2,FINBUFAG2,GL03RO,
FINBUFAG2,FINBUFAG2,GL04RO,
FINBUFAG2,FINBUFAG2,GL04RW,
FINBUFAG2,FINBUFAG2,GL05RO,
FINBUFAG2,FINBUFAG2,MD14RO,
FINBUFAG2,FINBUFAG2,MD15RO,
FINBUFAG2,FINBUFAG2,MD16RO,
FINBUFAG2,FINBUFAG2,PU02RO,
FINBUFAG2,FINBUFAG2,RP01RO,
FINBUFAG2,FINBUFAG2,SA01RO,
FINBUFAG2,FINBUFAG2,TX01RO,
FINBUFAG3,FINBUFAG3,AP02RO,
FINBUFAG3,FINBUFAG3,AP04RW,
FINBUFAG3,FINBUFAG3,AR01RO,
FINBUFAG3,FINBUFAG3,AR01RW,
FINBUFAG3,FINBUFAG3,AR02RO,
FINBUFAG3,FINBUFAG3,AR02RW,
FINBUFAG3,FINBUFAG3,AR03RO,
FINBUFAG3,FINBUFAG3,AR04RO,
FINBUFAG3,FINBUFAG3,BU01RO,
FINBUFAG3,FINBUFAG3,BU01RW,
FINBUFAG3,FINBUFAG3,BU02RO,
FINBUFAG3,FINBUFAG3,FA02RO,
FINBUFAG3,FINBUFAG3,FA03RO,
FINBUFAG3,FINBUFAG3,FA04RO,
FINBUFAG3,FINBUFAG3,FA05RO,
FINBUFAG3,FINBUFAG3,FA06RO,
FINBUFAG3,FINBUFAG3,FS06RO,
FINBUFAG3,FINBUFAG3,GL01RO,
FINBUFAG3,FINBUFAG3,GL01RW,
FINBUFAG3,FINBUFAG3,GL02RO,
FINBUFAG3,FINBUFAG3,GL03RO,
FINBUFAG3,FINBUFAG3,GL04RO,
FINBUFAG3,FINBUFAG3,GL04RW,
FINBUFAG3,FINBUFAG3,GL05RO,
FINBUFAG3,FINBUFAG3,MD14RO,
FINBUFAG3,FINBUFAG3,MD15RO,
FINBUFAG3,FINBUFAG3,MD16RO,
FINBUFAG3,FINBUFAG3,PU02RO,
FINBUFAG3,FINBUFAG3,RP01RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP01RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP01RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP02RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP02RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP03RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP04RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP04RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AP05RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AR01RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AR01RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AR02RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AR02RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AR03RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,AR04RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,BU01RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,BU01RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,BU02RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FA02RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FA02RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FA03RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FA04RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FA05RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FA06RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,FS06RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,GL01RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,GL01RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,GL02RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,GL03RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,GL04RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,GL04RW,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,GL05RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,MD15RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,MD16RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,PU02RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,RP01RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,SA01RO,
FINBUFAGL,Finance Budget/Fixed Asssets/AP/AR/GL,TX01RO,
FINBUREP,FINBUREP,BU01RW,
FINBUREP,FINBUREP,GL02RO,
FINBUREP,FINBUREP,GL02RW,
FINGL,Finance Accounting GL,AP02RO,
FINGL,Finance Accounting GL,AP05RO,
FINGL,Finance Accounting GL,AR02RO,
FINGL,Finance Accounting GL,AR04RO,
FINGL,Finance Accounting GL,GL01RO,
FINGL,Finance Accounting GL,GL01RW,
FINGL,Finance Accounting GL,GL02RO,
FINGL,Finance Accounting GL,GL03RO,
FINGL,Finance Accounting GL,GL04RW,
FINGL,Finance Accounting GL,GL05RO,
FINGL,Finance Accounting GL,MD13RW,
FINGL,Finance Accounting GL,MD14RO,
FINGL,Finance Accounting GL,MD14RW,
FINGL,Finance Accounting GL,MD15RO,
FINGL,Finance Accounting GL,MD16RO,
FINGL,Finance Accounting GL,MD17RO,
FINGL,Finance Accounting GL,RP01RO,
FINGL,Finance Accounting GL,SA01RO,
FINGL,Finance Accounting GL,TX01RO,
FINMRO,MRO Finance,AP01RO,
FINMRO,MRO Finance,AP01RW,
FINMRO,MRO Finance,AP02RO,
FINMRO,MRO Finance,AP02RW,
FINMRO,MRO Finance,AP03RO,
FINMRO,MRO Finance,AP04RO,
FINMRO,MRO Finance,AP04RW,
FINMRO,MRO Finance,AP05RO,
FINMRO,MRO Finance,AR01RO,
FINMRO,MRO Finance,AR01RW,
FINMRO,MRO Finance,AR02RO,
FINMRO,MRO Finance,AR02RW,
FINMRO,MRO Finance,AR03RO,
FINMRO,MRO Finance,AR04RO,
FINMRO,MRO Finance,BU01RO,
FINMRO,MRO Finance,BU01RW,
FINMRO,MRO Finance,BU02RO,
FINMRO,MRO Finance,FA02RO,
FINMRO,MRO Finance,FA03RO,
FINMRO,MRO Finance,FA04RO,
FINMRO,MRO Finance,FA05RO,
FINMRO,MRO Finance,FA06RO,
FINMRO,MRO Finance,FS06RO,
FINMRO,MRO Finance,FS07RO,
FINMRO,MRO Finance,GL01RO,
FINMRO,MRO Finance,GL01RW,
FINMRO,MRO Finance,GL02RO,
FINMRO,MRO Finance,GL03RO,
FINMRO,MRO Finance,GL04RO,
FINMRO,MRO Finance,GL05RO,
FINMRO,MRO Finance,MD10RW,
FINMRO,MRO Finance,MD12RO,
FINMRO,MRO Finance,MD13RO,
FINMRO,MRO Finance,MD13RW,
FINMRO,MRO Finance,MD14RO,
FINMRO,MRO Finance,MD15RO,
FINMRO,MRO Finance,MD16RO,
FINMRO,MRO Finance,MD17RO,
FINMRO,MRO Finance,OR01RO,
FINMRO,MRO Finance,OR02RO,
FINMRO,MRO Finance,OR03RO,
FINMRO,MRO Finance,OR05RO,
FINMRO,MRO Finance,RE01RO,
FINMRO,MRO Finance,RE01RW,
FINMRO,MRO Finance,RE02RO,
FINMRO,MRO Finance,RE03RO,
FINMRO,MRO Finance,RE04RO,
FINMRO,MRO Finance,RE05RO,
FINMRO,MRO Finance,RP01RO,
FINMRO,MRO Finance,TX01RO,
FINSALUPD,FINSALUPD,AP01RW,
FINSALUPD,FINSALUPD,AP02RW,
FINSALUPD,FINSALUPD,AP04RW,
FINSALUPD,FINSALUPD,AP05RW,
FINSALUPD,FINSALUPD,AR01RW,
FINSALUPD,FINSALUPD,AR02RW,
FINSALUPD,FINSALUPD,AR04RW,
FINSALUPD,FINSALUPD,GL01RW,
FINSALUPD,FINSALUPD,GL02RW,
FINSALUPD,FINSALUPD,GL05RW,
FINSUPUSR,Finance Super User,AP01RW,
FINSUPUSR,Finance Super User,AP02RW,
FINSUPUSR,Finance Super User,AP03RW,
FINSUPUSR,Finance Super User,AP04RW,
FINSUPUSR,Finance Super User,AP05RW,
FINSUPUSR,Finance Super User,AR01RW,
FINSUPUSR,Finance Super User,AR02RW,
FINSUPUSR,Finance Super User,AR03RW,
FINSUPUSR,Finance Super User,AR04RW,
FINSUPUSR,Finance Super User,BU01RW,
FINSUPUSR,Finance Super User,BU02RW,
FINSUPUSR,Finance Super User,FA02RW,
FINSUPUSR,Finance Super User,FA03RW,
FINSUPUSR,Finance Super User,FA04RW,
FINSUPUSR,Finance Super User,FA05RW,
FINSUPUSR,Finance Super User,FA06RW,
FINSUPUSR,Finance Super User,FS06RW,
FINSUPUSR,Finance Super User,FS07RW,
FINSUPUSR,Finance Super User,GL01RW,
FINSUPUSR,Finance Super User,GL02RW,
FINSUPUSR,Finance Super User,GL03RW,
FINSUPUSR,Finance Super User,GL04RW,
FINSUPUSR,Finance Super User,GL05RW,
FINSUPUSR,Finance Super User,MD04RW,
FINSUPUSR,Finance Super User,MD06RW,
FINSUPUSR,Finance Super User,MD09RW,
FINSUPUSR,Finance Super User,MD12RW,
FINSUPUSR,Finance Super User,MD13RW,
FINSUPUSR,Finance Super User,MD14RO,
FINSUPUSR,Finance Super User,MD14RW,
FINSUPUSR,Finance Super User,MD15RW,
FINSUPUSR,Finance Super User,MD16RO,
FINSUPUSR,Finance Super User,MD17RW,
FINSUPUSR,Finance Super User,OR01RW,
FINSUPUSR,Finance Super User,PU02RW,
FINSUPUSR,Finance Super User,RE01RW,
FINSUPUSR,Finance Super User,RE02RW,
FINSUPUSR,Finance Super User,RE03RW,
FINSUPUSR,Finance Super User,RE04RW,
FINSUPUSR,Finance Super User,RE05RW,
FINSUPUSR,Finance Super User,RP01RW,
FINSUPUSR,Finance Super User,SA01RO,
FINSUPUSR,Finance Super User,SA01RW,
FINSUPUSR,Finance Super User,TX01RW,
FINVIEW,FINVIEW,AP01RW,
FINVIEW,FINVIEW,AP02RW,
FINVIEW,FINVIEW,AP05RW,
FINVIEW,FINVIEW,AR01RW,
FINVIEW,FINVIEW,AR02RW,
FINVIEW,FINVIEW,AR04RW,
FINVIEW,FINVIEW,GL01RW,
FINVIEW,FINVIEW,GL02RW,
FINVIEW,FINVIEW,GL05RW,
FINVIEW,FINVIEW,TX01RW,
HELPDESK,Helpdesk,GL01RO,
HELPDESK,Helpdesk,GL02RO,
HELPDESK,Helpdesk,MD06RO,
HELPDESK,Helpdesk,MD13RO,
HELPDESK,Helpdesk,SA01RO,
HELPDESK,Helpdesk,SA01RW,
ITMROUSR,ITMROUSR,FS01RO,
ITMROUSR,ITMROUSR,FS01RW,
ITMROUSR,ITMROUSR,FS02RO,
ITMROUSR,ITMROUSR,FS03RO,
ITMROUSR,ITMROUSR,FS04RO,
ITMROUSR,ITMROUSR,FS05RO,
ITMROUSR,ITMROUSR,IN01RW,
ITMROUSR,ITMROUSR,IN02RW,
ITMROUSR,ITMROUSR,IN03RW,
ITMROUSR,ITMROUSR,IN04RW,
ITMROUSR,ITMROUSR,IN05RW,
ITMROUSR,ITMROUSR,MD04RW,
ITMROUSR,ITMROUSR,MD06RW,
ITMROUSR,ITMROUSR,MD10RW,
ITMROUSR,ITMROUSR,MD13RW,
ITMROUSR,ITMROUSR,MD14RO,
ITMROUSR,ITMROUSR,MD17RW,
ITMROUSR,ITMROUSR,PU01RW,
ITMROUSR,ITMROUSR,PU02RW,
ITMROUSR,ITMROUSR,PU03RW,
ITMROUSR,ITMROUSR,PU04RW,
ITMROUSR,ITMROUSR,PU05RW,
ITMROUSR,ITMROUSR,SA01RW,
ITSUPUSR,ITSUPUSR,AP01RW,
ITSUPUSR,ITSUPUSR,GL01RW,
ITSUPUSR,ITSUPUSR,MD04RW,
ITSUPUSR,ITSUPUSR,MD05RW,
ITSUPUSR,ITSUPUSR,MD06RW,
ITSUPUSR,ITSUPUSR,MD09RW,
ITSUPUSR,ITSUPUSR,MD13RW,
ITSUPUSR,ITSUPUSR,MD14RO,
ITSUPUSR,ITSUPUSR,MD15RO,
ITSUPUSR,ITSUPUSR,MD16RO,
ITSUPUSR,ITSUPUSR,MD17RO,
ITSUPUSR,ITSUPUSR,RP01RO,
ITSUPUSR,ITSUPUSR,SA01RW,
MGMT,Management,AP01RO,
MGMT,Management,AP02RO,
MGMT,Management,AP02RW,
MGMT,Management,AP04RO,
MGMT,Management,AP04RW,
MGMT,Management,AP05RO,
MGMT,Management,AR01RO,
MGMT,Management,AR02RO,
