MMCONO|MMDIVI|MMITNO|MMCFIS|MMIIPI|MMCIPI|MMXPI1|MMCPIS|MMRPIS|MMCOFI|MMXCCO|MMRCOF|MMXIMP|MMIORI|MMXSAT|MMRGDT|MMRGTM|MMLMDT|MMCHID|MMCHNO|MMEXIP|MMBICM|MMBCST|MMVPIS|MMVCOF|MMFCIN|MMGTIN|MMIMPA|MMEXOA|MMIMPE|MMUNMS|MMCOPI|MMXIPF|MMXICS|MMXITT|MMXSTP|MMXRSC|MMXIIC|MMLMTS
1|801|70BM037810|84119100|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449450
1|801|70BM041750|84119100|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449458
1|801|70BM057800X|84119100|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449466
1|801|70BM21700|84119100|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449473
1|801|70CM012010|84119100|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449480
1|801|70CMG01170|88073000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|EA|0|0|0|||0||1784122449488
1|801|70CMG01180|84119100|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|EA|0|0|0|||0||1784122449495
1|801|70MG01120|90261019|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449503
1|801|718-1462-017|85234920|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449510
1|801|72|88073000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449518
1|801|72303-02301-043|73030000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449525
1|801|726589|94054900|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449532
1|801|732|39100090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449540
1|801|73201-05002-128|76169900|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449548
1|801|7361-04007-042|84829990|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449555
1|801|749823|90261019|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449563
1|801|7511900-99001|88073000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449571
1|801|76000-24000-042|88073000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|UN|0|0|0|||0||1784122449578
1|801|76070-035012-01|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449586
1|801|76070-20005-105|76169900|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449594
1|801|76070-20101-049|39199010|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449602
1|801|76070-20532-103|73269090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449610
1|801|76070-30035-011|84829990|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449617
1|801|76070-35012-011|76169900|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449625
1|801|76070-55207-073|73269090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449632
1|801|76080-20047-111|73269090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449643
1|801|76080-20059-543|73269090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449651
1|801|7610-2|39219090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449661
1|801|76101-05101-041|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449668
1|801|76101-08000-042|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449676
1|801|76102-08011-046|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449684
1|801|76104-08004-101|73269090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449692
1|801|76104-08020-047|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449699
1|801|76104-08520-041|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449707
1|801|76106-08050-041|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449715
1|801|76150-09038-113|85366990|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449724
1|801|76150-09043-050|76169900|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449732
1|801|76150-09043-054|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449740
1|801|76150-09100-049|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449747
1|801|76201-02001-102|88073000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|EA|0|0|0|||0||1784122449755
1|801|76201-02004-127|88071000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|EA|0|0|0|||0||1784122449762
1|801|76203-03014-108|59070000|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|EA|0|0|0|||0||1784122449770
1|801|76204-02008-120|73269090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|PC|0|0|0|||0||1784122449777
1|801|76204-02021-044|39219090|0|0|0|0|0|0|0|0|0|1|3|20260601|182747|20260715|ABENAVIDES|2||3|0|0|0|||0|0|0|KG|0|0|0|||0||1784122449784
