iacono|iadivi|iafaci|iawhlo|iapuno|iaorty|iapotc|iapusl|iasldt|iapust|iascdt|iacmco|iapudt|iasuno|ialncd|iacucd|iatepy|iapyme|iamodl|iatedl|iateaf|iatepa|iarfid|iayre1|iadwdt|iahddt|iaprsu|iaourr|iaourt|iaagnt|iantam|iabram|iaotba|iapurc|iabuye|iaaure|ialedt|iafusc|iaexat|iaptac|iartac|iaexav|ianopp|ianoln|iamtwp|iamtdp|iacoam|iaodam|iaotpc|iaprla|iavol3|iagrwe|iatoqt|iatfno|ialred|iaatdt|iapopo|iatel1|iadudt|iacute|iaagra|iapyad|iashvi|iafids|iarcdt|ialidt|iaexep|iainep|iatlex|iatlin|iateor|iatxid|iaprtx|iapotx|iadtid|iaproj|iaelno|iaeclc|iacpri|iahafe|iatihm|iamedc|iargdt|iargtm|ialmdt|iachno|iachid|ialmts|iaprvw|iarasn|iafecn|iauca1|iauca2|iauca3|iauca4|iauca5|iauca6|iauca7|iauca8|iauca9|iauca0|iaudn1|iaudn2|iaudn3|iaudn4|iaudn5|iaudn6|iauid1|iauid2|iauid3|iauct1|iaporg|iasram
300|088|088|US1|1109377|D01|20|35|20250910|35|20250910|04|20210623|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||135.04|135.04|0||USSXU|USEPRON|20250901||0|0|0|0|0|1|0|0|135.04|0|0|1|0|0|125||0|0|1||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170237|20251003|40|USMTUDO|1759513647692|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1109742|D01|20|35|20250910|35|20250910|04|20210720|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||145.6|145.6|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|145.6|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|13|USEPRON|1757475882047|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1109811|D01|20|35|20250910|35|20250910|04|20210720|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||162.89|162.89|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|162.89|0|0|1|0|0|200||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|13|USEPRON|1757475882119|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1109881|D01|20|35|20250910|35|20250910|04|20210722|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||309.81|309.81|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|309.81|0|0|1|0|0|200||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|13|USEPRON|1757475882188|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1109977|D01|20|35|20250910|35|20250910|04|20210723|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||300|300|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|300|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|13|USEPRON|1757475882255|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1110145|D01|20|35|20250910|35|20250910|04|20210804|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||40.68|40.68|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|40.68|0|0|1|0|0|75||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|13|USEPRON|1757475882321|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1110231|D01|20|35|20250910|35|20250910|04|20210805|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||544.37|544.37|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|544.37|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|10|USEPRON|1757475882381|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1110355|D01|20|35|20250910|35|20250910|04|20210816|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||1312.12|1312.12|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|1312.12|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|10|USEPRON|1757475882438|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1110583|D01|20|35|20250910|35|20250910|04|20210824|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||138.65|138.65|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|138.65|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170307|20250910|10|USEPRON|1757475882494|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1110591|D01|20|35|20250910|35|20250910|04|20210824|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||148.35|148.35|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|148.35|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170308|20250910|13|USEPRON|1757475882561|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1110982|D01|20|35|20250910|35|20250910|04|20210923|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||284.97|284.97|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|284.97|0|0|1|0|0|111||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475882627|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1111217|D01|20|35|20250910|35|20250910|04|20211008|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||183.37|183.37|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|183.37|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475882702|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1111226|D01|20|35|20250910|35|20250910|04|20211008|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||1409.54|1409.54|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|1409.54|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475882768|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1112190|D01|20|35|20250910|35|20250910|04|20220103|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||399.54|399.54|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|399.54|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475882834|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1113530|D01|20|35|20250910|35|20250910|04|20220127|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||193.2|193.2|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|193.2|0|0|1|0|0|1200||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475882895|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1113582|D01|20|35|20250910|35|20250910|04|20220127|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||244.98|244.98|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|244.98|0|0|1|0|0|620||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475882952|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1114642|D01|20|85|20250919|85|20250919|04|20220312|20001|GB|USD|N90|WIR|001|FOB||001|||20251031|20250919|||||67.69|67.69|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|67.69|0|0|1|0|0|50||0|20250919|0||0|0|0|HQ|||20250916|20250721|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|15|USEPRON|1758284435296|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115022|D01|20|00|20250902|99|20250902|04|20220323|20003|GB|USD|N75|WIR|001|FOB||001|||20220923|0|||||0|0|0||USKOUTH|USDHENN|0||0|0|0|0|0|0|0|0|0|0|0|1|0|0|0||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250902|21|USSSCHE|1756841683941|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115597|D01|20|35|20250910|35|20250910|04|20220412|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||499.01|499.01|0||USSXU|USEPRON|0||0|0|0|0|0|2|0|0|499.01|0|0|1|0|0|450||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|23|USEPRON|1757475884496|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115598|D01|20|35|20250910|35|20250910|04|20220412|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||566.23|566.23|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|566.23|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475884987|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115600|D01|20|35|20250910|35|20250910|04|20220412|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||300|300|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|300|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475885095|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115603|D01|20|35|20250910|35|20250910|04|20220412|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||709.83|709.83|0||USSXU|USEPRON|0||0|0|0|0|0|3|0|0|709.83|0|0|1|0|0|800||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|33|USEPRON|1757475885584|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115606|D01|20|35|20250910|35|20250910|04|20220412|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||655.14|655.14|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|655.14|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475885662|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115722|D01|20|35|20250910|35|20250910|04|20220419|20015|GB|USD|N75|WIR|001|FOB||001|||20250105|0|||||425|425|0||USKOUTH|USEPRON|0||0|0|0|0|0|1|0|0|425|0|0|1|0|0|50||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|11|USEPRON|1757475885735|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115840|D01|20|35|20250910|35|20250910|04|20220422|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||48.08|48.08|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|48.08|0|0|1|0|0|50||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475885795|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115936|D01|20|35|20250910|35|20250910|04|20220429|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||79.85|79.85|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|79.85|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475885857|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115948|D01|20|35|20250910|35|20250910|04|20220429|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||180|180|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|180|0|0|1|0|0|200||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475885913|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115958|D01|20|35|20250910|35|20250910|04|20220502|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||329.01|329.01|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|329.01|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475885973|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115960|D01|20|35|20250910|35|20250910|04|20220502|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||391.09|391.09|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|391.09|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|13|USEPRON|1757475886040|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1115968|D01|20|85|20250919|85|20250919|04|20220502|20001|GB|USD|N90|WIR|001|FOB||001|||20251031|20250919|||||308.02|308.02|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|308.02|0|0|1|0|0|340||0|20250919|0||0|0|0|HQ|||20250916|20250721|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|15|USEPRON|1758284545354|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1116071|D01|20|35|20250910|35|20250910|04|20220505|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||74.67|74.67|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|74.67|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475886181|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1116101|D01|20|35|20250910|35|20250910|04|20220506|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||50.28|50.28|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|50.28|0|0|1|0|0|4465||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475886236|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1116300|D01|20|35|20250910|35|20250910|04|20220517|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||104.21|104.21|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|104.21|0|0|1|0|0|900||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475886292|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1116396|D01|20|35|20250910|35|20250910|04|20220519|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||447.87|447.87|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|447.87|0|0|1|0|0|6350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475886352|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1116460|D01|20|35|20250910|35|20250910|04|20220524|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||300|300|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|300|0|0|1|0|0|12000||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170748|20250910|10|USEPRON|1757475886408|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1117451|D01|20|35|20250910|35|20250910|04|20220712|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||389.82|389.82|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|389.82|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170749|20250910|13|USEPRON|1757475886468|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1117809|D01|20|35|20250910|35|20250910|04|20220722|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||144.62|144.62|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|144.62|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170750|20250910|10|USEPRON|1757475886529|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1117814|D01|20|35|20250910|35|20250910|04|20220722|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||110.47|110.47|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|110.47|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170751|20250910|10|USEPRON|1757475886584|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1117818|D01|20|75|20250917|75|20250917|04|20220722|20001|GB|USD|N90|WIR|001|FOB||001|||20251031|20250917|||||21.37|21.37|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|21.37|0|0|1|0|0|500||0|20250917|0||0|0|0|HQ|||20250917|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170751|20250910|11|USEPRON|1758130725642|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1117978|D01|20|35|20250910|35|20250910|04|20220802|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||585.96|585.96|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|585.96|0|0|1|0|0|67820||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170752|20250910|10|USEPRON|1757475886711|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1117990|D01|20|35|20250910|35|20250910|04|20220802|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||1010.63|1010.63|0||USSXU|USEPRON|0||0|0|0|0|0|2|0|0|1010.63|0|0|1|0|0|500||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170754|20250910|17|USEPRON|1757475886823|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118011|D01|20|35|20250831|35|20250831|04|20220802|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||393.05|393.05|0||USSXU|USDHENN|0||0|0|0|0|0|1|0|0|393.05|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170755|20250831|6|SEPSTRO|1756653343510|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118288|D01|20|35|20250910|35|20250910|04|20220815|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||241.63|241.63|0||USSXU|USEPRON|0||0|0|0|0|0|2|0|0|241.63|0|0|1|0|0|500||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170755|20250910|17|USEPRON|1757475886938|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118306|D01|20|35|20250910|35|20250910|04|20220815|20010|GB|USD|N75|WIR|001|FOB||001|||20251205|0|||||15852.5|15852.5|0||USKOUTH|USEPRON|0||0|0|0|0|0|1|0|0|15852.5|0|0|1|0|0|3730||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170756|20250910|10|USEPRON|1757475886994|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118344|D01|20|35|20250910|35|20250910|04|20220816|20010|GB|USD|N75|WIR|001|FOB||001|||20260615|0|||||24531|24531|0||USKOUTH|USEPRON|0||0|0|0|0|0|1|0|0|24531|0|0|1|0|0|5772||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170756|20250910|12|USEPRON|1757475887051|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118588|D01|20|35|20250910|35|20250910|04|20220825|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||147.18|147.18|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|147.18|0|0|1|0|0|700||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170756|20250910|10|USEPRON|1757475887107|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118590|D01|20|35|20250910|35|20250910|04|20220825|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||106.98|106.98|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|106.98|0|0|1|0|0|350||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170757|20250910|10|USEPRON|1757475887162|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118607|D01|20|35|20250910|35|20250910|04|20220826|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||157.99|157.99|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|157.99|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170759|20250910|10|USEPRON|1757475887219|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118611|D01|20|35|20250910|35|20250910|04|20220826|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||147.59|147.59|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|147.59|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170800|20250910|10|USEPRON|1757475887274|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118617|D01|20|35|20250910|35|20250910|04|20220826|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||114.62|114.62|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|114.62|0|0|1|0|0|1335||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170802|20250910|10|USEPRON|1757475887330|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118643|D01|20|35|20250910|35|20250910|04|20220829|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||141.57|141.57|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|141.57|0|0|1|0|0|940||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170802|20250910|10|USEPRON|1757475887386|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1118774|D01|20|35|20250910|35|20250910|04|20220909|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||105.61|105.61|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|105.61|0|0|1|0|0|100||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170803|20250910|10|USEPRON|1757475887443|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119059|D01|20|35|20250910|35|20250910|04|20220922|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||82.4|82.4|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|82.4|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170803|20250910|10|USEPRON|1757475887500|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119068|D01|20|35|20250910|35|20250910|04|20220922|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||181.25|181.25|0||USSXU|USEPRON|0||0|0|0|0|0|2|0|0|181.25|0|0|1|0|0|317||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170803|20250910|13|USEPRON|1757475887557|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119070|D01|20|35|20250910|35|20250910|04|20220922|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||443.36|443.36|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|443.36|0|0|1|0|0|250||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170803|20250910|13|USEPRON|1757475887619|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119077|D01|20|35|20250910|35|20250910|04|20220922|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||188.73|188.73|0||USSXU|USEPRON|0||0|0|0|0|0|2|0|0|188.73|0|0|1|0|0|495||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170805|20250910|17|USEPRON|1757475887737|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119079|D01|20|35|20250910|35|20250910|04|20220922|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||80.96|80.96|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|80.96|0|0|1|0|0|325||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170804|20250910|10|USEPRON|1757475887793|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119082|D01|20|35|20250910|35|20250910|04|20220922|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||119.5|119.5|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|119.5|0|0|1|0|0|1470||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170805|20250910|10|USEPRON|1757475887847|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119084|D01|20|35|20250910|35|20250910|04|20220922|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||649.3|649.3|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|649.3|0|0|1|0|0|485||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170805|20250910|13|USEPRON|1757475887908|0|||||||||||||0|0|0|0|0|0|0|0|0|||
300|088|088|US1|1119332|D01|20|35|20250910|35|20250910|04|20221006|20001|GB|USD|N90|WIR|001|FOB||001|||20260630|0|||||425.33|425.33|0||USSXU|USEPRON|0||0|0|0|0|0|1|0|0|425.33|0|0|1|0|0|81325||0|0|0||0|0|0|HQ|||0|0|0|0|0|0|0|0|0|0|0||||||0||20250830|170805|20250910|10|USEPRON|1757475887969|0|||||||||||||0|0|0|0|0|0|0|0|0|||
