Functional SecurityRole Name,Description,SecurityRole,EmailId
MROVIEWGL,MROVIEWGL,MISC,
MROWAR1PO,MROWAR1PO,MSTRDATA,
MROWAR2PO,MROWAR2PO,MSTRDATA,
MROWARE1,MROWARE1,MSTRDATA,
MROWARE2,MROWARE2,MSTRDATA,
MROWAREGL,MROWAREGL,FINVIEW,
MROWAREGL,MROWAREGL,MISC,
MROWAREGL,MROWAREGL,MSTRDATA,
MROWH1CPO,MROWH1CPO,MSTRDATA,
MROWH2CPO,MROWH2CPO,MSTRDATA,
TAX,Tax,FINVIEW,
TAX,Tax,TAXMAINT,
TRDCMP_RO,Trade Compliance,FINVIEW,
TRDCMP_RO,Trade Compliance,MISC,
