idcono,idsuno,idsuty,idsunm,idalsu,idstat,idcorg,idcor2,idlncd,idphno,idphn2,idtlno,idtfno,idcscd,idecar,iddtfm,idedit,idvrno,idsuco,idsual,idsucm,idmepf,idpoda,idcfi1,idcfi2,idcfi3,idcfi4,idcfi5,idhafe,iddesv,idtizo,idfwsc,idtxid,idrgdt,idrgtm,idlmdt,idchno,idchid,idppin,idlmts,idgeoc,idrasn
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
