mmcono|mmstat|mmitno|mmitds|mmfuds|mmdwno|mmresp|mmdccd|mmunms|mmitgr|mmitcl|mmbuar|mmevgr|mmitty|mmtpcd|mmmabu|mmchcd|mmstcd|mmbacd|mmvol3|mmnewe|mmgrwe|mmppun|mmbypr|mmwapc|mmqacd|mmepcd|mmpocy|mmacti|mmhie1|mmhie2|mmhie3|mmhie4|mmhie5|mmgrp1|mmgrp2|mmgrp3|mmgrp4|mmgrp5|mmcfi1|mmcfi2|mmcfi3|mmcfi4|mmcfi5|mmeccc|mmtxid|mmdtid|mmecve|mmecac|mmecma|mmecfl|mmwsca|mmprgp|mmetrf|mmacrf|mmindi|mmpuun|mmautc|mmaluc|mmpdcc|mmieaa|mmride|mmridc|mmgrti|mmgrts|mmexpd|mmitrf|mmprcm|mmgrmt|mmhazi|mmsale|mmfrag|mmtaxc|mmatmo|mmatmn|mmtpli|mmfcu1|mmsuno|mmpupr|mmpucd|mmcucd|mmppdt|mmsapr|mmstun|mmsacd|mmcucs|mmspdt|mmdigi|mmbgrp|mmprvg|mmfre3|mmfre4|mmotdi|mmbogr|mmprgr|mmlama|mmachk|mmbpey|mmspun|mmspuc|mmalun|mmunnn|mmunpa|mmhac1|mmhac2|mmhac3|mmdim1|mmdim2|mmdim3|mmspe1|mmspe2|mmspe3|mmspe4|mmspe5|mmcety|mmstcn|mmspac|mmtrpa|mmprod|mmsmfi|mmtank|mmarpa|mmarpr|mmampt|mmawdy|mmnpto|mmmes1|mmmes2|mmmes3|mmmes4|mmmva1|mmmva2|mmmva3|mmmva4|mmpeq1|mmpeq2|mmpeq3|mmpeq4|mmpet1|mmpet2|mmpet3|mmpet4|mmmpgm|mmorty|mmplcd|mmmapl|mmtohi|mmtore|mmfeba|mmmapn|mmdoid|mmsepr|mmstcs|mmnesa|mmnsuf|mmfccm|mmdpid|mmconc|mmplmz|mmcco1|mmcco2|mmcco3|mmwady|mmtbsr|mmmbsr|mmtbur|mmmbur|mmtbfr|mmmbfr|mmaesc|mmaes2|mmamor|mmfunc|mmstnc|mmdirr|mmmdir|mmscgr|mmarr1|mmaeqy|mmleai|mmwal1|mmwal2|mmwal3|mmwal4|mmiacp|mmhdpr|mmaad0|mmaad1|mmchcl|mmitrc|mmvtcp|mmvtcs|mmrgdt|mmrgtm|mmlmdt|mmchno|mmchid|mmlmts|mmatnr|mmnmit|mmtecr|mmexca|mmcawp|mmcwun|mmcpun|mmilen|mmiwid|mmihei|mmrnri|mmsafc|mmrmsg|mmmotp|mmacmc|mmaccg|mmcci1|mmcccm|mmcri1|mmitru|mmhvmt|mmitne|mmqmgp|mmspgv|mmruid|mmspih|mmqirq|mmpdln|mmcpgr|mmsume|mmsump|mmsrgr|mmtagr|mmowct|mmowfa
200|20|FL010100X300|FL 10K YELLOW 100X3X36|FL 10K YELLOW 100X3X36||DISADMIN|4|DWT|ZZZZZ|ZZZ|||C01|0|2|1|1|1|1|1|1|DWT|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|DWT|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|FL01W080X300|1|Y60001|1|1|USD|20251121|100|DWT|0|USD|20230720|||Y1|||0|2|2|0|0|0|DWT|1|DWT|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260420|1|WBOLIN01|1776714444266|0|00||0|0|DWT|DWT|1|1|1|0||0|||||||0|0|FL010100X300||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|FL01W080X300|FLATSTOCK 10K WHITE 080X3X36|FLATSTOCK 10K WHITE 080X3X36||DISADMIN|4|DWT|ZZZZZ|ZZZ|||C01|0|2|1|1|1|1|1|1|DWT|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|DWT|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|FL010080X300|1|Y60001|1|1|USD|20251121|100|DWT|0|USD|20230720|||Y1|||0|2|2|0|0|0|DWT|1|DWT|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260420|1|WBOLIN01|1776714451805|0|00||0|0|DWT|DWT|1|1|1|0||0|||||||0|0|FL01W080X300||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|FL01W100X300|FL 10K WHITE 100X3X36|FL 10K WHITE 100X3X36||DISADMIN|4|DWT|ZZZZZ|ZZZ|||C01|0|2|1|1|1|1|1|1|DWT|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|DWT|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|FL010100X300|1|Y60001|1|1|USD|20251121|100|DWT|0|USD|20230720|||Y1|||0|2|2|0|0|0|DWT|1|DWT|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260420|1|WBOLIN01|1776714458681|0|00||0|0|DWT|DWT|1|1|1|0||0|||||||0|0|FL01W100X300||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|FL0GF080X300|FLAT STOCK GF 080X3X36|FLAT STOCK GF 080X3X36||DISADMIN|4|DWT|C2020|C2022|||C01|0|2|1|1|1|1|1|1|DWT|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|DWT|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|GRSSWR|1|Y60001|32.15|1|USD|20260420|100|DWT|0|USD|20230720|||Y1|||0|2|2|0|0|0|DWT|2|DWT|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164436|20260420|3|ATHARH01|1776716207302|0|00||0|0|DWT|DWT|1|1|1|0||0|||||||0|0|FL0GF080X300||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|FL0GF100X300|FLAT STOCK GF 100X3X36|FLAT STOCK GF 100X3X36||DISADMIN|4|DWT|ZZZZZ|ZZZ|||C01|0|2|1|1|1|1|1|1|DWT|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|DWT|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|FL0GF080X300|1|Y60001|32.15|1|USD|20260420|100|DWT|0|USD|20230720|||Y1|||0|2|2|0|0|0|DWT|2|DWT|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260420|1|WBOLIN01|1776714420072|0|00||0|0|DWT|DWT|1|1|1|0||0|||||||0|0|FL0GF100X300||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|FOAM110|FOAM INSERT FOR BOXP110|FOAM110||DISADMIN|4|EA|C3010|ZZZ|||C01|0|2|1|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||DI1|0|1|0|TAX|GE020|1|BOXP110|1|Y60001|0.17|1|USD|20260420|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|1|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260420|2|ATHARH01|1776718740676|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|FOAM110||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GE020|GE020 - GREEK PIN TEMPLATE|GE020 - GREEK PIN TEMPLATE||WBOLIN01|4|EA|ZZZZZ|ZZZ|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||DI1|0|1|0|TAX|GE020|1|J00077001|1|Y60001|0.17|1|USD|20260420|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|1|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260420|2|ERICP01|1776703222325|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|GE020 - GREEK PIN TEMPLATE||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GR01WWR|10 KW GRAIN|10 KW GRAIN||DISADMIN|4|DWT|ZZZZZ|ZZZ|||C01|0|2|2|1|1|1|1|1|DWT|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|DWT|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|FL0GF080X300|1|Y60001|0.17|1|USD|20260420|100|DWT|0|USD|20230720|||Y1|||0|2|2|0|0|0|DWT|2|DWT|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260420|1|WBOLIN01|1776714468847|0|00||0|0|DWT|DWT|1|1|1|0||0|||||||0|0|GR01WWR||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GREEKPIN|GREEK PIN TEMPLATE|GREEK PIN TEMPLATE||WBOLIN01|4|EA|GE020|GE024|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|PINTEST|1|Y60001|0.17|1|USD|20260420|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260331|182800|20260420|4|WBOLIN01|1776693374288|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|GREEKPIN||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GREEKSUB|GREEK PIN SUBASSEMBLY|GREEK PIN SUBASSEMBLY||WBOLIN01|4|EA|GE020|GE024|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|GREEKPIN|1|Y60001|0.17|1|USD|20260420|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|151951|20260420|2|WBOLIN01|1776698405325|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|GREEKSUB||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GREEKSUB1|GREEK PIN SUBASSEMBLY|GREEK PIN SUBASSEMBLY||WBOLIN01|4|EA|GE020|GE024|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|GREEKSUB2|1|Y60001|0.17|1|USD|20260420|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|191618|20260420|1|WBOLIN01|1776712578121|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|GREEKSUB1||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GREEKSUB2|GREEK PIN SUBASSEMBLY|GREEK PIN SUBASSEMBLY||WBOLIN01|4|EA|GE020|GE024|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|GREEKSUB|1|Y60001|0.17|1|USD|20260420|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|152141|20260420|1|WBOLIN01|1776698501939|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|GREEKSUB2||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GREEKSUB3|GREEK PIN SUBASSEMBLY|GREEK PIN SUBASSEMBLY||WBOLIN01|4|EA|GE020|GE024|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|GREEKSUB2|1|Y60001|0.17|1|USD|20260420|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|152150|20260420|1|WBOLIN01|1776698510734|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|GREEKSUB3||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|GRSSWR|SS CASTING GRAIN|SS CASTING GRAIN||DISADMIN|4|DWT|ZZZZZ|ZZZ|||C01|0|2|2|1|1|1|1|1|DWT|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|DWT|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|CRM00001|1|Y60001|100|1|USD|20260424|100|DWT|0|USD|20230720|||Y1|||0|2|2|0|0|0|DWT|2|DWT|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260424|2|WBOLIN01|1777050522291|0|00||0|0|DWT|DWT|1|1|1|0||0|||||||0|0|GRSSWR||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|HLOOPNS0003105|1/2 LOOP HALF JUMPRINGS 3105|HLOOPNS0003105||DISADMIN|4|EA|C1010|ZZZ|||C01|0|2|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|CATCHNS0045014|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|1|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260317|21202|20260420|5|ATHARH01|1776714183252|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|HLOOPNS0003105||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J00670100|OFFICIAL PLAIN BADGE|CPQ TEST BADGE 2||WBOLIN01|4|EA|GE040|ZZZ|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J07430100|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|5-9504|0|0|0|0|0|0|20260420|164022|20260424|2|ATHARH01|1777064317841|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J00670100||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J00670100001|OFFICIAL PLAIN BADGE|CONSTRUCTION METHOD GE-C-MULTI J00000002||WBOLIN01|4|EA|GE040|ZZZ|||J01|0|1|3|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J00670100|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J00670100|0|0|0|0|0|0|20260422|171830|20260424|6|ATHARH01|1777064328661|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J00670100001||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J00670100002|OFFICIAL PLAIN BADGE|CONSTRUCTION METHOD GE-C-MULTI J00000002||WBOLIN01|4|EA|GE040|ZZZ|||J01|0|1|3|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J00670100|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J00670100|0|0|0|0|0|0|20260422|171937|20260424|3|ATHARH01|1777064337801|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J00670100002||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J00670100003|OFFICIAL PLAIN BADGE|CONSTRUCTION METHOD GE-C-CAST J000000026||WBOLIN01|4|EA|GE040|ZZZ|||J01|0|1|3|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J00670100|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J00670100|0|0|0|0|0|0|20260424|170025|20260424|3|ATHARH01|1777064347037|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J00670100003||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J00670100004|OFFICIAL PLAIN BADGE|J000000003 MSS||WBOLIN01|4|EA|GE040|ZZZ|||J01|0|1|3|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J00670100|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J00670100|0|0|0|0|0|0|20260427|191355|20260427|1|ERICP01|1777317235372|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J00670100004||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J05830100|PLAIN BADGE|GREEK PIN CPQ TEST||WBOLIN01|4|EA|GE020|GE024|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|GREEKPIN|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J00670100|0|0|0|0|0|0|20260427|172422|20260427|3|WBOLIN01|1777310713832|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|A000200306||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J05830100001|PLAIN BADGE|CONSTRUCTION METHOD GE-C-MULTI J00000002||WBOLIN01|4|EA|GE020|GE024|||J01|0|1|3|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J05830100|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J05830100|0|0|0|0|0|0|20260427|182620|20260427|1|WBOLIN01|1777314380582|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J05830100001||0|JEWEL_BADGE|0|0|||0||0||0|
200|20|J07430100|SCROLL BORDER BADGE|CPQ TEST BADGE 1||WBOLIN01|4|EA|GE040|ZZZ|||J01|0|1|2|1|1|1|1|1|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J00077001|1|Y60001|20|1|USD|20251121|100|EA|0|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J05830100|0|0|0|0|0|0|20260420|164022|20260424|2|ATHARH01|1777064308341|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J07430100||0|JEWEL_BADGE|0|0|||0||0||0|
200|50|J07430100001|SCROLL BORDER BADGE|CONSTRUCTION METHOD GE-C-BLANK J00000002||WBOLIN01|4|EA|GE040|ZZZ|||J01|0|1|3|1|1|2|2|2|EA|0|0|0|0|0|0|Y2|Y2Y20|Y2Y20Y30|Y2Y20Y30Y40|Y2Y20Y30Y40Y500|Y2|Y20|Y30|Y40|Y500||0|||||0|0|||0|0|||||3|EA|0|2|2|0||0|||0|||D1P|0|1|0|TAX|GE020|1|J07430100|1|Y60001|20|1|USD|20251121|100|EA|1|USD|20230720|||Y1|||0|2|2|0|0|0|EA|2|EA|0||||||||||||||||||0|0|||0|0|0|||||0|0|0|0|0|0|0|0|0|0|0|0|||||0|0|0|0||0|0||||0|0|0|0|0|0|0|0||0||0||0|0|0|||0||0|0|0|0|0|0|0|0|0|J07430100|0|0|0|0|0|0|20260420|194434|20260424|6|ATHARH01|1777064298631|0|00||0|0|EA|EA|1|1|1|0||0|||||||0|0|J07430100001||0|JEWEL_BADGE|0|0|||0||0||0|
