oscono|osdivi|osprtf|osdevd|osusid|osmedc|ossiid|ossvra|osport|oscsid|oshold|ossave|oscfot|osusgr|osfmtp|osrgdt|osrgtm|oslmdt|oschno|oschid|osrfpi|osrfpb|osolay|osrpof|oslmts|oshpri
100||MMS651PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164452|20260504|1|ERICP1|3|3||3|1777913092746|0
100||MMS656PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164452|20260504|1|ERICP1|3|3||3|1777913092818|0
100||MMS672PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164452|20260504|1|ERICP1|3|3||3|1777913092882|0
100||MMS677PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164452|20260504|1|ERICP1|3|3||3|1777913092997|0
100||MMS681PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093072|0
100||MMS686PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093144|0
100||MNS620PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093208|0
100||MOS132PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093288|0
100||MOS139PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093357|0
100||MOS601PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093422|0
100||MOS611PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093522|0
100||MOS613PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093578|0
100||MOS616PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093645|0
100||MOS626PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093702|0
100||MOS631PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093753|0
100||MOS636PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093811|0
100||MOS651PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093867|0
100||MOS661PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093930|0
100||MOS671PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164453|20260504|1|ERICP1|3|3||3|1777913093986|0
100||MOS676PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094040|0
100||MOS753PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094095|0
100||MWS061PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094149|0
100||MWS071PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094196|0
100||MWS435PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094285|0
100||MWS450PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094338|0
100||MWS610PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094396|0
100||MWS620PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094449|0
100||MWS640PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094495|0
100||OIS078PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094557|0
100||OIS083PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094611|0
100||OIS088PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094661|0
100||OIS091PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094717|0
100||OIS098PF||SKUMAR||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094772|0
100||OIS199PF||SKUMAR||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094835|0
100||OIS199PF||MBUENSUCE||M3_IDM_XML||0||*NO|*YES|*YES||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094899|0
100||OIS222PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164454|20260504|1|ERICP1|3|3||3|1777913094988|0
100||OIS224PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095044|0
100||OIS232PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095099|0
100||OIS262PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095164|0
100||OIS419PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095233|0
100||OIS511PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095294|0
100||OIS538PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*YES||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095347|0
100||OIS551PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095406|0
100||OIS606PF||MBUENSUCE||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095465|0
100||OIS671PF||MBUENSUCE||M3_IDM_COM||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095522|0
100||OIS690PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095577|0
100||PCS250PF||MBUENSUCE||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095644|0
100||PCS411PF||MBUENSUCE||M3_IDM_COM||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||3|1777913095716|0
100||PCS411PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|1|1||30|1777913095772|0
100||PCS421PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||30|1777913095837|0
100||PCS441PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||30|1777913095893|0
100||PCS493PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164455|20260504|1|ERICP1|3|3||30|1777913095952|0
100||PCS497PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096031|0
100||PCS498PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096094|0
100||PDS511PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096154|0
100||PDS521PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096232|0
100||PDS526PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096296|0
100||PDS531PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096354|0
100||PMS232PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096423|0
100||PMS236PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096476|0
100||PMS601PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096586|0
100||PMS611PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096652|0
100||PMS621PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||30|1777913096709|0
100||PMS626PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*YES||LETTER|20260504|164456|20260504|1|ERICP1|3|3||3|1777913096768|0
100||PMS671PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||3|1777913096832|0
100||POS098PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||3|1777913096887|0
100||POS601PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164456|20260504|1|ERICP1|3|3||3|1777913096945|0
100||POS602PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097007|0
100||POS631PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097067|0
100||POS651PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097133|0
100||POS653PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097187|0
100||POS655PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097247|0
100||POS656PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097302|0
100||POS991PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097362|0
100||PPS186PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097420|0
100||PPS312PF||WGM3SVC||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097475|0
100||PPS447PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097585|0
100||PPS522PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097644|0
100||PPS536PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097704|0
100||PPS551P4||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097769|0
100||PPS551PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097836|0
100||PPS558PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097906|0
100||PPS561PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164457|20260504|1|ERICP1|3|3||3|1777913097962|0
100||PPS591PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098027|0
100||PPS601PF||WGM3SVC||M3_IDM_XML||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098082|0
100||PPS621PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098190|0
100||PPS622PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098263|0
100||PPS636PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098317|0
100||PPS637PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098381|0
100||PPS641PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098443|0
100||PPS661PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098504|0
100||PPS811PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098554|0
100||PPS821PF||WGM3SVC||M3_IDM_XML||0||*NO|*YES|*YES||LETTER|20260504|164458|20260504|1|ERICP1|1|1||3|1777913098613|0
100||PPS861PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098673|0
100||PPS871PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098724|0
100||PPS876PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098785|0
100||PPS881PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098849|0
100||PPS972PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098905|0
100||QMS601PF||WGM3SVC||M3_IDM_XML||0||*NO|*YES|*YES||LETTER|20260504|164458|20260504|1|ERICP1|3|3||3|1777913098969|0
100||QQS501PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099045|0
100||QQS903PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099127|0
100||RGS224PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099186|0
100||RGS655PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099271|0
100||RMS402PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099336|0
100||RMS501PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099443|0
100||RMS531PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099499|0
100||RMS536PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099556|0
100||RMS563PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099640|0
100||RMS567PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099698|0
100||RPS601PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099754|0
100||RPS606PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099818|0
100||RPS621PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099876|0
100||SES506PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099927|0
100||SES512PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164459|20260504|1|ERICP1|3|3||3|1777913099995|0
100||SES593PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100080|0
100||STS093PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100136|0
100||STS098PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100192|0
100||STS326PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100239|0
100||TAS527PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100292|0
100||TXS103PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100343|0
100||TXS107PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100391|0
100||TXS110PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100438|0
100||TXS117PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100492|0
100||TXS133PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100542|0
100||TXS501PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100593|0
100||TXS502PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100649|0
100||TXS503PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100718|0
100||TXS504PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100775|0
100||TXS505PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100832|0
100||TXS506PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100887|0
100||TXS507PF||WGM3SVC||M3_IDM_CSV||0||*NO|*YES|*NO||LETTER|20260504|164500|20260504|1|ERICP1|3|3||3|1777913100944|0
