CTCONO|CTDIVI|CTSTCO|CTSTKY|CTLNCD|CTTX40|CTTX15|CTPARM|CTTXID|CTRGDT|CTRGTM|CTLMDT|CTCHNO|CTCHID|CTLMTS|CTDTID|CTMGSQ
1|101|YEEU|2026|GB|Annual run bal file perf for this year|Annual run perf|1000000|1|20260701|085200|20260701|1|PREN|1760049700310|0|531
