CIFILE	CISOPT	CITX40	CITX15	CIKEY1	CIAGG1	CIDSC1	CIKEY2	CIAGG2	CIDSC2	CIKEY3	CIAGG3	CIDSC3	CIKEY4	CIAGG4	CIDSC4	CIKEY5	CIAGG5	CIDSC5	CIKEY6	CIAGG6	CIDSC6	CIKEY7	CIAGG7	CIDSC7	CIKEY8	CIAGG8	CIDSC8	CIKEY9	CIAGG9	CIDSC9	CIKE10	CIAG10	CIDS10	CIKE11	CIAG11	CIDS11	CIKE12	CIAG12	CIDS12	CIKE13	CIAG13	CIDS13	CIKE14	CIAG14	CIDS14	CIKE15	CIAG15	CIDS15	CISEL1	CISOK1	CIOPR1	CIVAL1	CISEL2	CISOK2	CIOPR2	CIVAL2	CISEL3	CISOK3	CIOPR3	CIVAL3	CISEL4	CISOK4	CIOPR4	CIVAL4	CISEL5	CISOK5	CIOPR5	CIVAL5	CISEL6	CISOK6	CIOPR6	CIVAL6	CISTAT	CITXID	CIRGDT	CIRGTM	CILMDT	CICHNO	CICHID	CIMS51	CIMS52	CIMS53	CIMS54	CILMTS	CIJNSO	CIJNTB	CISOPM	CISOPJ	CISECF
AACFLY    	00	AACFLY00	AACFLY00       	AFTAIL	0	0	AFMES0	0	0	AFCYP6	0	0	AFAAGN	0	0	AFDIVI	0	0	AFYEA4	0	0	AFINPX	0	0	AFIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WTA1A	WME40	WPE01	WAA18	1387464957728	0	          	  	  	
AACFLY    	01	AACFLY01	AACFLY01       	AFTAIL	0	0	AFMES0	0	0	AFCYP6	0	0	AFAAGN	0	0	AFDIVI	0	0	AFYEA4	0	0	AFEXIN	0	0	AFIVNO	0	0	AFINPX	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WTA1A	WME40	WPE01	WAA18	1387464957728	0	          	  	  	
AACFLY    	10	AACFLY10	AACFLY10       	AFDIVI	0	0	AFYEA4	0	0	AFINPX	0	0	AFIVNO	0	0	AFTAIL	0	0	AFMES0	0	0	AFCYP6	0	0	AFAAGN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WDI01	WYEA1	WINB6	WIV04	1387464957728	0	          	  	  	
AACFLY    	20	AACFLY20	AACFLY20       	AFAAGN	0	0	AFCYP6	0	0	AFTAIL	0	0	AFMES0	0	0	AFYEA4	0	0	AFDIVI	0	0	AFINPX	0	0	AFIVNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WAA18	WPE01	WTA1A	WME40	1387464957744	0	          	  	  	
ACERTH    	00	ACERTH00	ACERTH00       	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WYC9B	     	     	     	1387464952691	0	          	  	  	
ACERTH    	10	ACERTH10	ACERTH10       	CHCUNO	0	0	CHITNO	0	0	CHBANO	0	0	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WCU02	WIT01	WBA04	WYC9B	1387464952707	0	          	  	  	
ACERTH    	20	ACERTH20	ACERTH20       	CHRORC	0	0	CHRORH	0	0	CHRORL	0	0	CHRORX	0	0	CHITNO	0	0	CHBANO	0	0	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WRO19	WRO15	WRO16	WPO02	1387464952707	0	          	  	  	
ACERTH    	30	ACERTH30	ACERTH30       	CHPOPN	0	0	CHBANO	0	0	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WPO04	WBA04	WYC9B	     	1387464952707	0	          	  	  	
ACERTH    	40	ACERTH40	ACERTH40       	CHANPN	0	0	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WAA56	WYC9B	     	     	1387464952707	0	          	  	  	
ACERTH    	50	ACERTH50	ACERTH50       	CHCHID	0	0	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WCH05	WYC9B	     	     	1387464952707	0	          	  	  	
ACERTH    	60	ACERTH60	ACERTH60       	CHAC23	0	0	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WYC1E	WYC9B	     	     	1387464952723	0	          	  	  	
ACERTH    	70	ACERTH70	ACERTH70       	CHBIRT	0	0	CHANPN	0	0	CHNBAN	0	0	CHITNO	0	0	CHBANO	0	0	CHACNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65552	20131219	0	MOVEX     	WBC06	WAA56	WNBA1	WIT01	1387464952723	0	          	  	  	
ACLHED    	00	ACLHED00	ACLHED00       	AZCLNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WCLA0	     	     	     	1395482895252	0	          	  	  	
ACLHED    	10	ACLHED10	ACLHED10       	AZPRNO	0	0	AZBANO	0	0	AZCLNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WPR01	WBA04	WCLA0	     	1395482895268	0	          	  	  	
ACLHED    	20	ACLHED20	ACLHED20       	AZCLNO	0	0	AZRORN	0	0	AZRORL	0	0	AZPRNO	0	0	AZBANO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WCLA0	WRO15	WRO16	WPR01	1395482895268	0	          	  	  	
ACLHED    	30	ACLHED30	ACLHED30       	AZRORC	0	0	AZRORN	0	0	AZRORL	0	0	AZRORX	0	0	AZDLIX	0	0	AZITNO	0	0	AZSERN	0	0	AZCLNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WRO19	WRO15	WRO16	WPO02	1395482895268	0	          	  	  	
ACLHED    	40	ACLHED40	ACLHED40       	AZECLN	0	0	AZCLNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WAF30	WCLA0	     	     	1395482895268	0	          	  	  	
ACLHED    	50	ACLHED50	ACLHED50       	AZLMTS	0	0	AZCLNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WLM10	WCLA0	     	     	1395482895268	0	          	  	  	
ACLHED    	60	ACLHED60	ACLHED60       	AZCLTP	0	0	AZCLNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WCL32	WCLA0	     	     	1395482895283	0	          	  	  	
ACLHED    	70	ACLHED70	ACLHED70       	AZCLTP	0	0	AZRESP	0	0	AZCLNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30815	20140322	0	MOVEX     	WCL32	WRE01	WCLA0	     	1395482895283	0	          	  	  	
ACLSPC    	00	ACLSPC00	ACLSPC00       	AZCLNO	0	0	AZVENO	0	0	AZCLSP	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30816	20140322	0	MOVEX     	WCLA0	W1SCF	WCLSP	     	1395482896277	0	          	  	  	
ACLSPC    	10	ACLSPC10	ACLSPC10       	AZCLNO	0	0	AZITNO	0	0	AZSERN	0	0	AZVENO	0	0	AZCLSP	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30816	20140322	0	MOVEX     	WCLA0	WIT01	WSE44	W1SCF	1395482896293	0	          	  	  	
ACLSPC    	20	ACLSPC20	ACLSPC20       	AZCLNO	0	0	AZVENO	0	0	AZTSEQ	0	0	AZCLSP	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30816	20140322	0	MOVEX     	WCLA0	W1SCF	WMS02	WCLSP	1395482896293	0	          	  	  	
ACLSPC    	30	ACLSPC30	ACLSPC30       	AZCLNO	0	0	AZVENO	0	0	AZCLSP	0	0	AZALNT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30816	20140322	0	MOVEX     	WCLA0	W1SCF	WCLSP	WYL02	1395482896293	0	          	  	  	
ACUAAV    	00	ACUAAV00	ACUAAV00       	AHAAGN	0	0	AHFLEE	0	0	AHITNO	0	0	AHSERN	0	0	AHCYP6	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65558	20131219	0	MOVEX     	WAA18	WFLEE	WIT01	WSE44	1387464958677	0	          	  	  	
ACUACL    	00	ACUACL00	ACUACL00       	ALAAGN	0	0	ALSRVP	0	0	ALPRNO	0	0	ALSTRT	0	0	ALSUFI	0	0	ALSTDT	0	0	ALCRID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WAA18	WSR1D	WPR01	WST87	1395482862821	0	          	  	  	
ACUAGC    	00	ACUAGC00	ACUAGC00       	ACAAGN	0	0	ACCRID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WAA18	WCR01	     	     	1387464957093	0	          	  	  	
ACUAGC    	10	ACUAGC10	ACUAGC10       	ACAAGN	0	0	ACBIRT	0	0	ACCRID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WAA18	WBC06	WCR01	     	1387464957109	0	          	  	  	
ACUAGH    	00	ACUAGH00	ACUAGH00       	AHAAGN	0	0	AHCUNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WAA18	WCU02	     	     	1395482862115	0	          	  	  	
ACUAGH    	10	ACUAGH10	ACUAGH10       	AHAAGT	0	0	AHAAGN	0	0	AHCUNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WYA31	WAA18	WCU02	     	1395482862115	0	          	  	  	
ACUAGH    	11	ACUAGH11	ACUAGH11       	AHLMTS	0	0	AHAAGN	0	0	AHCUNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WLM10	WAA18	WCU02	     	1395482862115	0	          	  	  	
ACUAGH    	20	ACUAGH20	ACUAGH20       	AHCUNO	0	0	AHAAGN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WCU02	WAA18	     	     	1395482862115	0	          	  	  	
ACUAGH    	21	ACUAGH21	ACUAGH21       	AHCUNO	0	0	AHAAGN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WCU02	WAA18	     	     	1395482862115	0	          	  	  	
ACUAGH    	30	ACUAGH30	ACUAGH30       	AHRESP	0	0	AHAAGN	0	0	AHCUNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WRE01	WAA18	WCU02	     	1395482862131	0	          	  	  	
ACUAGH    	40	ACUAGH40	ACUAGH40       	AHWHLO	0	0	AHAAGN	0	0	AHCUNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WWH01	WAA18	WCU02	     	1395482862131	0	          	  	  	
ACUAGH    	50	ACUAGH50	ACUAGH50       	AHPYNO	0	0	AHAAGN	0	0	AHCUNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WPY01	WAA18	WCU02	     	1395482862131	0	          	  	  	
ACUAGH    	60	ACUAGH60	ACUAGH60       	AHAPRS	0	0	AHELNO	0	0	AHAAGN	0	0	AHCUNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30742	20140322	0	MOVEX     	WYP02	WEL07	WAA18	WCU02	1395482862131	0	          	  	  	
ACUAGK    	00	ACUAGK00	ACUAGK00       	AKAAGN	0	0	AKAMTY	0	0	AKCUCD	0	0	AKSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WAA18	WYM33	WCU01	WSTD1	1387464957298	0	          	  	  	
ACUAGK    	10	ACUAGK10	ACUAGK10       	AKAMTY	0	0	AKAAGN	0	0	AKCUCD	0	0	AKSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WYM33	WAA18	WCU01	WSTD1	1387464957298	0	          	  	  	
ACUAGL    	00	ACUAGL00	ACUAGL00       	ALAAGN	0	0	ALSRVP	0	0	ALPRNO	0	0	ALSTRT	0	0	ALSUFI	0	0	ALSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65556	20131219	0	MOVEX     	WAA18	WSR1D	WPR01	WST87	1387464956576	0	          	  	  	
ACUAGL    	10	ACUAGL10	ACUAGL10       	ALPRNO	0	0	ALSTRT	0	0	ALSUFI	0	0	ALAAGN	0	0	ALSRVP	0	0	ALSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65556	20131219	0	MOVEX     	WPR01	WST87	WSUF1	WAA18	1387464956576	0	          	  	  	
ACUAGL    	20	ACUAGL20	ACUAGL20       	ALAAGN	0	0	ALPRNO	0	0	ALSTRT	0	0	ALSUFI	0	0	ALSTDT	0	0	ALSRVP	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65556	20131219	0	MOVEX     	WAA18	WPR01	WST87	WSUF1	1387464956576	0	          	  	  	
ACUAGL    	40	ACUAGL40	ACUAGL40       	ALAAGN	0	0	ALSRVP	0	0	ALPRNO	0	0	ALSTRT	0	0	ALSUFI	0	0	ALSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65556	20131219	0	MOVEX     	WAA18	WSR1D	WPR01	WST87	1387464956592	0	          	  	  	
ACUAGL    	50	ACUAGL50	ACUAGL50       	ALIXCD	0	0	ALAAGN	0	0	ALSRVP	0	0	ALPRNO	0	0	ALSTRT	0	0	ALSUFI	0	0	ALSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65556	20131219	0	MOVEX     	WIXCD	WAA18	WSR1D	WPR01	1387464956592	0	          	  	  	
ACUAGM    	00	ACUAGM00	ACUAGM00       	AMAAGN	0	0	AMSRVP	0	0	AMPRNO	0	0	AMSTRT	0	0	AMSUFI	0	0	AMSTDT	0	0	AMPYNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65558	20131219	0	MOVEX     	WAA18	WSR1D	WPR01	WST87	1387464958262	0	          	  	  	
ACUAGM    	10	ACUAGM10	ACUAGM10       	AMPYNO	0	0	AMPYAG	0	0	AMPRNO	0	0	AMSTRT	0	0	AMSUFI	0	0	AMSTDT	0	0	AMAAGN	0	0	AMSRVP	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65558	20131219	0	MOVEX     	WPY01	WYA72	WPR01	WST87	1387464958262	0	          	  	  	
ACUAGN    	00	ACUAGN00	ACUAGN00       	ANAAGN	0	0	ANSRVP	0	0	ANPRNO	0	0	ANSTRT	0	0	ANSUFI	0	0	ANSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65558	20131219	0	MOVEX     	WAA18	WSR1D	WPR01	WST87	1387464958517	0	          	  	  	
ACUAGT    	00	ACUAGT00	ACUAGT00       	ATAAGN	0	0	ATPRNO	0	0	ATBANO	0	0	ATSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65556	20131219	0	MOVEX     	WAA18	WPR01	WBA04	WSTD1	1387464956859	0	          	  	  	
ACUAGT    	10	ACUAGT10	ACUAGT10       	ATPRNO	0	0	ATBANO	0	0	ATSTDT	0	0	ATAAGN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65556	20131219	0	MOVEX     	WPR01	WBA04	WSTD1	WAA18	1387464956875	0	          	  	  	
ACUAGY    	00	ACUAGY00	ACUAGY00       	AYAAGN	0	0	AYSRVP	0	0	AYPRNO	0	0	AYSTRT	0	0	AYSUFI	0	0	AYAUHY	0	0	AYAPRN	0	0	AYDOVA	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65557	20131219	0	MOVEX     	WAA18	WSR1D	WPR01	WST87	1387464957993	0	          	  	  	
ACUALS    	00	ACUALS00	ACUALS00       	ASAAGN	0	0	ASSRVP	0	0	ASTAIL	0	0	ASCYP6	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65547	20131219	0	MOVEX     	WAA18	WSR1D	WTA1A	WPE01	1387464947876	0	          	  	  	
ACUALS    	10	ACUALS10	ACUALS10       	ASAAGN	0	0	ASCYP6	0	0	ASSRVP	0	0	ASTAIL	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65547	20131219	0	MOVEX     	WAA18	WPE01	WSR1D	WTA1A	1387464947876	0	          	  	  	
ACUINV    	00	ACUINV00	ACUINV00       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951279	0	          	  	  	
ACUINV    	05	ACUINV05	ACUINV05       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITALI1	0	0	ITPYNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WYL01	1387464951295	0	          	  	  	
ACUINV    	06	ACUINV06	ACUINV06       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITALI1	0	0	ITPYNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WYL01	1387464951295	0	          	  	  	
ACUINV    	10	ACUINV10	ACUINV10       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITGSR1	0	0	ITGSR2	0	0	ITITNO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951295	0	          	  	  	
ACUINV    	15	ACUINV15	ACUINV15       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITDINR	0	0	ITDISX	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951295	0	          	  	  	
ACUINV    	20	ACUINV20	ACUINV20       	ITORNO	0	0	ITPONR	0	0	ITAQUO	0	0	ITPYNO	0	0	ITCYP6	0	0	ITGSR1	0	0	ITGSR2	0	0	ITITNO	0	0	ITALI1	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65551	20131219	0	MOVEX     	WOR03	WPO03	WYQ04	WPY01	1387464951295	0	          	  	  	
