CIFILE	CISOPT	CITX40	CITX15	CIKEY1	CIAGG1	CIDSC1	CIKEY2	CIAGG2	CIDSC2	CIKEY3	CIAGG3	CIDSC3	CIKEY4	CIAGG4	CIDSC4	CIKEY5	CIAGG5	CIDSC5	CIKEY6	CIAGG6	CIDSC6	CIKEY7	CIAGG7	CIDSC7	CIKEY8	CIAGG8	CIDSC8	CIKEY9	CIAGG9	CIDSC9	CIKE10	CIAG10	CIDS10	CIKE11	CIAG11	CIDS11	CIKE12	CIAG12	CIDS12	CIKE13	CIAG13	CIDS13	CIKE14	CIAG14	CIDS14	CIKE15	CIAG15	CIDS15	CISEL1	CISOK1	CIOPR1	CIVAL1	CISEL2	CISOK2	CIOPR2	CIVAL2	CISEL3	CISOK3	CIOPR3	CIVAL3	CISEL4	CISOK4	CIOPR4	CIVAL4	CISEL5	CISOK5	CIOPR5	CIVAL5	CISEL6	CISOK6	CIOPR6	CIVAL6	CISTAT	CITXID	CIRGDT	CIRGTM	CILMDT	CICHNO	CICHID	CIMS51	CIMS52	CIMS53	CIMS54	CILMTS	CIJNSO	CIJNTB	CISOPM	CISOPJ	CISECF
DSPACK    	20	DSPACK20	DSPACK20       	DSSSCC	0	0	DSSPNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30749	20140322	0	MOVEX     	WSSCC	WSPNO	     	     	1395482869982	0	          	  	  	
EAADDR    	00	EAADDR00	EAADDR00       	OYEMNO	0	0	OYADRT	0	0	OYADID	0	0	OYSTDT	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30743	20140322	0	MOVEX     	WEM05	WAD09	WAD10	WSTD1	1395482863457	0	          	  	  	
EAADDR    	10	EAADDR10	EAADDR10       	OYADRT	0	0	OYADID	0	0	OYSTDT	0	0	OYEMNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30743	20140322	0	MOVEX     	WAD09	WAD10	WSTD1	WEM05	1395482863473	0	          	  	  	
FAALOC    	00	FAALOC00	FAALOC00       	ELDIVI	0	0	ELYEAF	0	0	ELPERF	0	0	ELRCNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65631	20131219	0	MOVEX     	WDI01	WFYE4	WPE06	WRC01	1387464991388	0	          	  	  	
FABDET    	00	FABDET00	FABDET00       	V3DIVI	0	0	V3JBNO	0	0	V3JBDT	0	0	V3JBTM	0	0	V3BLSN	0	0	V3BLSS	0	0	V3CNNO	0	0	V3CNNS	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65503	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464903768	0	          	  	  	
FABDET    	10	FABDET10	FABDET10       	V3DIVI	0	0	V3JBNO	0	0	V3JBDT	0	0	V3JBTM	0	0	V3BLSN	0	0	V3CNNO	0	0	V3CNNS	0	0	V3BLSS	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65503	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464903768	0	          	  	  	
FABDET    	20	FABDET20	FABDET20       	V3DIVI	0	0	V3JBNO	0	0	V3JBDT	0	0	V3JBTM	0	0	V3CINO	0	0	V3INYR	0	0	V3BLSN	0	0	V3BLSS	0	0	V3CNNO	0	0	V3CNNS	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65503	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464903768	0	          	  	  	
FABDET    	30	FABDET30	FABDET30       	V3DIVI	0	0	V3JBNO	0	0	V3JBDT	0	0	V3JBTM	0	0	V3SINO	0	0	V3INYR	0	0	V3BLSN	0	0	V3BLSS	0	0	V3CNNO	0	0	V3CNNS	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65503	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464903768	0	          	  	  	
FABHED    	00	FABHED00	FABHED00       	V1DIVI	0	0	V1JBNO	0	0	V1JBDT	0	0	V1JBTM	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65502	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464902837	0	          	  	  	
FABHED    	10	FABHED10	FABHED10       	V1DIVI	0	0	V1STMN	0	0	V1JBNO	0	0	V1JBDT	0	0	V1JBTM	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65502	20131219	0	MOVEX     	WDI01	WST98	WJB02	WJB03	1387464902837	0	          	  	  	
FABHED    	20	FABHED20	FABHED20       	V1DIVI	0	0	V1BKID	0	0	V1STMN	0	0	V1JBNO	0	0	V1JBDT	0	0	V1JBTM	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65502	20131219	0	MOVEX     	WDI01	WBK10	WST98	WJB02	1387464902837	0	          	  	  	
FABIDE    	00	FABIDE00	FABIDE00       	V5DIVI	0	0	V5BSID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65504	20131219	0	MOVEX     	WDI01	WBS07	     	     	1387464904689	0	          	  	  	
FABLIN    	00	FABLIN00	FABLIN00       	V2DIVI	0	0	V2JBNO	0	0	V2JBDT	0	0	V2JBTM	0	0	V2BLSN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65503	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464903260	0	          	  	  	
FABLOG    	00	FABLOG00	FABLOG00       	VDDIVI	0	0	VDJBNO	0	0	VDJBDT	0	0	VDJBTM	0	0	VDRGDT	0	0	VDTMSX	0	0	VDBLSN	0	0	VDLOSE	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65504	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464904242	0	          	  	  	
FABLOG    	10	FABLOG10	FABLOG10       	VDDIVI	0	0	VDJBNO	0	0	VDJBDT	0	0	VDJBTM	0	0	VDRGDT	0	0	VDTMSX	0	0	VDLOSE	0	0	VDBLSN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65504	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464904242	0	          	  	  	
FABLOG    	20	FABLOG20	FABLOG20       	VDDIVI	0	0	VDJBNO	0	0	VDJBDT	0	0	VDJBTM	0	0	VDRGDT	0	0	VDTMSX	0	0	VDBLSN	0	0	VDTXFL	0	0	VDRWFL	0	0	VDOBV5	0	0	VDLOSE	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65504	20131219	0	MOVEX     	WDI01	WJB02	WJB03	WJB04	1387464904242	0	          	  	  	
FAPCHK    	00	FAPCHK00	FAPCHK00       	CKDIVI	0	0	CKBKID	0	0	CKCHKN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65528	20131219	0	MOVEX     	WDI01	WBK10	WCK03	     	1387464928342	0	          	  	  	
FAPCHK    	10	FAPCHK10	FAPCHK10       	CKDIVI	0	0	CKCHKN	0	0	CKBKID	0	0	CKSPYN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65528	20131219	0	MOVEX     	WDI01	WCK03	WBK10	WPY14	1387464928342	0	          	  	  	
FAPCHK    	20	FAPCHK20	FAPCHK20       	CKDIVI	0	0	CKSPYN	0	0	CKBKID	0	0	CKCHKN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65528	20131219	0	MOVEX     	WDI01	WPY14	WBK10	WCK03	1387464928342	0	          	  	  	
FAPCHK    	30	FAPCHK30	FAPCHK30       	CKDIVI	0	0	CKDTPR	0	0	CKBKID	0	0	CKCHKN	0	0	CKSPYN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65528	20131219	0	MOVEX     	WDI01	WRF71	WBK10	WCK03	1387464928342	0	          	  	  	
FAPCHK    	50	FAPCHK50	FAPCHK50       	CKDIVI	0	0	CKBKID	0	0	CKCHKN	0	0	CKYEA4	0	0	CKVSER	0	0	CKVONO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65528	20131219	0	MOVEX     	WDI01	WBK10	WCK03	WYEA1	1387464928342	0	          	  	  	
FAPIBH    	00	FAPIBH00	FAPIBH00       	E5DIVI	0	0	E5INBN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WINBN	     	     	1395482855448	0	          	  	  	
FAPIBH    	10	FAPIBH10	FAPIBH10       	E5DIVI	0	0	E5SINO	0	0	E5INBN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WSI17	WINBN	     	1395482855448	0	          	  	  	
FAPIBH    	20	FAPIBH20	FAPIBH20       	E5DIVI	0	0	E5SUNO	0	0	E5CUCD	0	0	E5PYAD	0	0	E5SBAD	0	0	E5SPYN	0	0	E5IBTP	0	0	E5SUPA	0	0	E5UPBI	0	0	E5INBN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WSU01	WCU01	WPY17	1395482855448	0	          	  	  	
FAPIBH    	30	FAPIBH30	FAPIBH30       	E5DIVI	0	0	E5SPYN	0	0	E5SUNO	0	0	E5IBTP	0	0	E5SUPA	0	0	E5INBN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WPY14	WSU01	WIBTP	1395482855448	0	          	  	  	
FAPIBH    	40	FAPIBH40	FAPIBH40       	E5DIVI	0	0	E5SUNO	0	0	E5SINO	0	0	E5SPYN	0	0	E5SUPA	0	0	E5IBTP	0	0	E5INBN	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WSU01	WSI17	WPY14	1395482855463	0	          	  	  	
FAPIBL    	00	FAPIBL00	FAPIBL00       	E6DIVI	0	0	E6INBN	0	0	E6TRNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140325	54430	20140325	0	JLONG     	WDI01	WINBN	WTR31	     	1395751470337	0	          	  	  	
FAPIBL    	10	FAPIBL10	FAPIBL10       	E6DIVI	0	0	E6INBN	0	0	E6RDTP	0	0	E6TRNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140325	54430	20140325	0	JLONG     	WDI01	WINBN	WRD09	WTR31	1395751470337	0	          	  	  	
FAPIBL    	20	FAPIBL20	FAPIBL20       	E6DIVI	0	0	E6INBN	0	0	E6ITNO	0	0	E6TRNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140325	54430	20140325	0	JLONG     	WDI01	WINBN	WIT01	WTR31	1395751470352	0	          	  	  	
FAPIBL    	30	FAPIBL30	FAPIBL30       	E6DIVI	0	0	E6INBN	0	0	E6SUDO	0	0	E6TRNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140325	54430	20140325	0	JLONG     	WDI01	WINBN	WSUD2	WTR31	1395751470352	0	          	  	  	
FAPIBL    	40	FAPIBL40	FAPIBL40       	E6DIVI	0	0	E6REPN	0	0	E6PUNO	0	0	E6PNLI	0	0	E6PNLS	0	0	E6CDSE	0	0	E6CEID	0	0	E6INBN	0	0	E6TRNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140325	54430	20140325	0	JLONG     	WDI01	WRE47	WPU08	WPN01	1395751470352	0	          	  	  	
FAPIBR    	00	FAPIBR00	FAPIBR00       	E8DIVI	0	0	E8INBN	0	0	E8TRNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140813	72244	20140813	0	EMITCHELL 	WDI01	WINBN	WTR31	     	1407939764462	0	          	  	  	
FAPSSH    	00	FAPSSH00	FAPSSH00       	SHDIVI	0	0	SHBJNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30734	20140322	0	MOVEX     	WDI01	WBJ01	     	     	1395482854896	0	          	  	  	
FAPSSH    	10	FAPSSH10	FAPSSH10       	SHDIVI	0	0	SHSSRO	0	0	SHSSTD	0	0	SHBJNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30734	20140322	0	MOVEX     	WDI01	WSSRO	WSSTD	WBJ01	1395482854911	0	          	  	  	
FAPSSH    	20	FAPSSH20	FAPSSH20       	SHDIVI	0	0	SHSSRO	0	0	SHSSTD	0	0	SHBJNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30734	20140322	0	MOVEX     	WDI01	WSSRO	WSSTD	WBJ01	1395482854911	0	          	  	  	
FAPSSL    	00	FAPSSL00	FAPSSL00       	SLDIVI	0	0	SLBJNO	0	0	SLSSLI	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WBJ01	WSSLI	     	1395482855116	0	          	  	  	
FAPSSL    	10	FAPSSL10	FAPSSL10       	SLDIVI	0	0	SLBJNO	0	0	SLSSPA	0	0	SLSSIY	0	0	SLSSIN	0	0	SLSSIC	0	0	SLSSLI	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WBJ01	WSSPA	WSSIY	1395482855132	0	          	  	  	
FAPSSL    	20	FAPSSL20	FAPSSL20       	SLDIVI	0	0	SLBJNO	0	0	SLSSLS	0	0	SLSSLI	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20140322	30735	20140322	0	MOVEX     	WDI01	WBJ01	WSSLS	WSSLI	1395482855132	0	          	  	  	
FARRED    	00	FARRED00	FARRED00       	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1DIVI	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1PYNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WJB02	WJB03	WJB04	WDI01	1387464932491	0	          	  	  	
FARRED    	10	FARRED10	FARRED10       	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1DIVI	0	0	R1RSTA	0	0	R1RMNB	0	0	R1BKI2	0	0	R1DUDT	0	0	R1CUCD	0	0	R1PYTP	0	0	R1BKPL	0	0	R1PYNO	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WJB02	WJB03	WJB04	WDI01	1387464932491	0	          	  	  	
FARRED    	11	FARRED11	FARRED11       	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1DIVI	0	0	R1RSTA	0	0	R1RMNB	0	0	R1PYNO	0	0	R1DTP5	0	0	R1BKI2	0	0	R1DUDT	0	0	R1CUCD	0	0	R1PYTP	0	0	R1BKPL	0	0	R1YEA4	0	0	R1JRNO	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WJB02	WJB03	WJB04	WDI01	1387464932491	0	          	  	  	
FARRED    	15	FARRED15	FARRED15       	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1DIVI	0	0	R1RMNB	0	0	R1RSTA	0	0	R1BKI2	0	0	R1DUDT	0	0	R1CUCD	0	0	R1PYTP	0	0	R1BKPL	0	0	R1PYNO	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WJB02	WJB03	WJB04	WDI01	1387464932491	0	          	  	  	
FARRED    	20	FARRED20	FARRED20       	R1DIVI	0	0	R1RMNB	0	0	R1PYNO	0	0	R1DUDT	0	0	R1CKNO	0	0	R1CINO	0	0	R1INYR	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1BKID	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WRM22	WPY01	WDUD1	1387464932507	0	          	  	  	
FARRED    	21	FARRED21	FARRED21       	R1DIVI	0	0	R1RMNB	0	0	R1PYNO	0	0	R1DTP5	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WRM22	WPY01	WDT05	1387464932507	0	          	  	  	
FARRED    	25	FARRED25	FARRED25       	R1DIVI	0	0	R1RMNB	0	0	R1PYNO	0	0	R1DTP5	0	0	R1CINO	0	0	R1INYR	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WRM22	WPY01	WDT05	1387464932507	0	          	  	  	
FARRED    	26	FARRED26	FARRED26       	R1DIVI	0	0	R1RMNB	0	0	R1DTP5	0	0	R1PYNO	0	0	R1CINO	0	0	R1INYR	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WRM22	WDT05	WPY01	1387464932507	0	          	  	  	
FARRED    	27	FARRED27	FARRED27       	R1DIVI	0	0	R1PYNO	0	0	R1DTP5	0	0	R1RMNB	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WPY01	WDT05	WRM22	1387464932507	0	          	  	  	
FARRED    	30	FARRED30	FARRED30       	R1DIVI	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1PYNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WYEA1	WJR01	WJS01	1387464932507	0	          	  	  	
FARRED    	40	FARRED40	FARRED40       	R1DIVI	0	0	R1PYNO	0	0	R1CKNO	0	0	R1BKID	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	      	0	0	      	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WPY01	WCK03	WBK10	1387464932522	0	          	  	  	
FARRED    	50	FARRED50	FARRED50       	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1DIVI	0	0	R1RSTA	0	0	R1RMNB	0	0	R1BKPL	0	0	R1BKI2	0	0	R1DUDT	0	0	R1PYNO	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1CKNO	0	0	R1BKID	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WJB02	WJB03	WJB04	WDI01	1387464932522	0	          	  	  	
FARRED    	60	FARRED60	FARRED60       	R1DIVI	0	0	R1RMNB	0	0	R1BKPL	0	0	R1PYNO	0	0	R1DUDT	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WRM22	WBK09	WPY01	1387464932522	0	          	  	  	
FARRED    	70	FARRED70	FARRED70       	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1DIVI	0	0	R1RSTA	0	0	R1RMNB	0	0	R1BKI2	0	0	R1BKPL	0	0	R1DUDT	0	0	R1CUCD	0	0	R1PYTP	0	0	R1PYNO	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WJB02	WJB03	WJB04	WDI01	1387464932522	0	          	  	  	
FARRED    	80	FARRED80	FARRED80       	R1DIVI	0	0	R1CINO	0	0	R1INYR	0	0	R1PYNO	0	0	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	R1CKNO	0	0	R1BKID	0	0	      	0	0	      	0	0	      	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WDI01	WCI17	WIN90	WPY01	1387464932522	0	          	  	  	
FARRED    	90	FARRED90	FARRED90       	R1JBNO	0	0	R1JBDT	0	0	R1JBTM	0	0	R1DIVI	0	0	R1RSTA	0	0	R1RMNB	0	0	R1CUCD	0	0	R1BKI2	0	0	R1DUDT	0	0	R1PYTP	0	0	R1BKPL	0	0	R1PYNO	0	0	R1YEA4	0	0	R1JRNO	0	0	R1JSNO	0	0	 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		 	      	  		20	0	20131219	65532	20131219	0	MOVEX     	WJB02	WJB03	WJB04	WDI01	1387464932538	0	          	  	  	
