CJCONO	CJPGNM	CJQTTP	CJTX40	CJTX15	CJFILE	CJSOPT	CJNFTR	CJPAV1	CJPAV2	CJPAV3	CJPAV4	CJPAV5	CJPAV6	CJPSEQ	CJTABL	CJAGGR	CJOBK1	CJOBK2	CJOBK3	CJOBK4	CJOBK5	CJOBK6	CJOBK7	CJTXID	CJRGDT	CJRGTM	CJLMDT	CJCHNO	CJCHID	CJSOZ1	CJSOZ2	CJSOZ3	CJSOZ4	CJSOZ5	CJSOZ6	CJIBCA	CJLMTS	CJSNDI	CJCHNF	CJCHAG	CJAGRG	CJMXRE	CJSLF1	CJJNSO	CJSLF2	CJSLF3	CJSUB1	CJSUB2	CJSUB3	CJHLAL	CJSBFD	CJSDSN	CJCON1
0	AHS100    	1	Ad hoc rept grp	Rgrp           	CSYREP    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63151	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463511613	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS110    	1	Ad hoc rept grp, Ad hoc report	Rgrp, Repor    	CSYREV    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63153	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463513214	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS110    	2	Ad hoc rept grp, Ad hoc report	Rgrp, Repor    	CSYREV    	00	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63153	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463513214	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS120    	1	Ad hoc rept grp, Ad hoc report, User	Rgrp, Repor    	CSYREC    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63153	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463513702	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS120    	2	Ad hoc rept grp, Ad hoc report, User	Rgrp, Repor    	CSYREC    	00	2	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63153	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463513719	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS120    	3	User, Ad hoc report, Ad hoc rept grp	User, Repor    	CSYREC    	10	1	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63153	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463513735	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS160    	1	Report run	Repor          	CSYREJ    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63154	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463514416	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS160    	2	User, Report run	User, Repor    	CSYREJ    	10	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63154	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463514431	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS160    	3	User, Start date, Report run	User, Strdt    	CSYREJ    	20	1	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63154	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463514447	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS160    	4	Report grp, Report, Report run	Rgrp, Repor    	CSYREJ    	30	2	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63154	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463514463	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS160    	5	Report grp, Report, User, Report run	Rgrp, Repor    	CSYREJ    	40	3	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63154	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463514463	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS200    	1	User, Ad hoc rept grp, Ad hoc report	User, Rgrp     	CSYREU    	00	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63154	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463514933	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	AHS200    	2	User, Ad hoc report, Ad hoc rept grp	User, Repor    	CSYREU    	10	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63154	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463514948	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	APS440    	1	Division, Job no	Div, Job n     	FAPSSH    	00	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63155	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463515525	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	APS440    	2	Division, Job no	Div, Job n     	FAPSSH    	00	1	STD01-02  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63155	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463515541	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	APS441    	1	Division, Job no, Supp stmnt line	Div, Job n     	FAPSSL    	00	2	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63156	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463516424	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	APS450    	1	Division, Inv batch no	Div, Invno     	FAPIBH    	00	1	STD01-01  	STD01-02  	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63159	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463519056	1	0	0	0	0	E5IBTP	0	E5SUPA	      	0	0	0	0	          	0	               
0	APS450    	2	Division, Supplier inv no, Inv batch no	Div, Invno     	FAPIBH    	10	1	STD02-01  	STD02-02  	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63159	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463519072	1	0	0	0	0	E5IBTP	0	E5SUPA	      	0	0	0	0	          	0	               
0	APS450    	3	Division, Supplier, Currency, Our inv ad	Div, Suppl     	FAPIBH    	20	1	STD03-01  	STD03-02  	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63159	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463519072	1	0	0	0	0	E5IBTP	0	E5SUPA	      	0	0	0	0	          	0	               
0	APS450    	4	Division, Payee, Supplier, Inv bat tp	Div, Payee     	FAPIBH    	30	1	STD04-01  	STD04-02  	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63159	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463519088	1	0	0	0	0	E5IBTP	0	E5SUPA	      	0	0	0	0	          	0	               
0	APS450    	5	Division, Supplier, Sup inv no, Payee	Div, Suppl     	FAPIBH    	40	1	STD05-01  	STD05-02  	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63159	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463519106	1	0	0	0	0	E5IBTP	0	E5SUPA	      	0	0	0	0	          	0	               
0	CAS035    	1	Division, Priority, St value 1, St value	Div, Prior     	CAAWFR    	00	2	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63200	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463520179	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CAS090    	1	Division, Model ID, Model line, Acct per	Div, Model     	CAABAL    	30	3	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63202	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463522268	1	0	0	0	0	M5ACYP	0	M5MOLN	      	0	0	0	0	          	0	               
0	CAS090    	2	Division, Model ID, Column val, Column v	Div, Model     	CAABAL    	40	6	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63202	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463522283	1	0	0	0	0	M5ACYP	0	M5MOLN	      	0	0	0	0	          	0	               
0	CAS090    	3	Division, Model ID, Column val, Model li	Div, Model     	CAABAL    	50	4	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63202	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463522299	1	0	0	0	0	M5ACYP	0	M5MOLN	      	0	0	0	0	          	0	               
0	CAS090    	4	Division, Model ID, Column val, Model li	Div, Model     	CAABAL    	60	4	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63202	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463522315	1	0	0	0	0	M5ACYP	0	M5MOLN	      	0	0	0	0	          	0	               
0	CAS090    	5	Division, Model ID, Column val, Column v	Div, Model     	CAABAL    	70	6	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63202	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463522315	1	0	0	0	0	M5ACYP	0	M5MOLN	      	0	0	0	0	          	0	               
0	CAS090    	6	Division, Model ID, Column val, Column v	Div, Model     	CAABAL    	71	5	STD06-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63202	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463522334	1	0	0	0	0	      	0	      	      	1	2	0	0	          	0	               
0	CAS095    	1	Division, Job no, Sequence no	Div, Job n     	CAATRA    	00	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63204	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463524472	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CAS095    	2	Division, Product, CO no, Acc date	Div, Prod      	CAATRA    	30	3	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63204	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463524487	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CAS155    	1	Division, Val round, Column val, Column	Div, Valrd     	CAAWFV    	00	2	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63208	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463528172	1	0	0	0	0	      	0	      	      	1	0	0	0	          	0	               
0	CAS414    	1	Division, Calc round, Facility, Warehous	Div, Calrd     	FRCALO    	00	8	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63209	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463529518	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CMS045    	1	Event publ, Event name, Ev name op	EvPub, Event   	CUGEES    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63209	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463529863	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CMS046    	1	Event publ, Event name, Ev name op, File	EvPub, Event   	CUGEEM    	10	3	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63210	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463530286	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CMS615    	1	Customer, Supplier	Cust, Suppl    	OCSREF    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63211	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463531184	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CMS615    	2	Supplier, Customer	Suppl, Cust    	OCSREF    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63211	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463531199	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CMS616    	1	Sup ref type	Sup r          	OCSRET    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63211	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463531433	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	COS124    	1	CO no, Order line no, Charge	CO no, Line    	ACUOLC    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63212	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463532104	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	COS423    	1	Agreement, Customer	Agmnt, Cust    	ACUAGH    	00	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63214	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463534195	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	COS423    	2	Agreement type, Agreement, Customer	Ag tp, Agmnt   	ACUAGH    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63214	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463534210	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	COS423    	3	Customer, Agreement	Cust, Agmnt    	ACUAGH    	20	1	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63214	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463534226	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	COS424    	1	Agreement, Ser prc mt, Product, Struct t	Agmnt, S mtd   	ACUACL    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63214	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463534731	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS315    	1	Division, Payer	Div, Payer     	CCUCRL    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63215	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463535186	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS427    	1	Receiver, Appl msg type	Recvr, Msgtp   	CMAILE    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63215	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463535564	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS538    	1	Empl no, Addr type, Address no, Str date	Empno, Addr    	EAADDR    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63217	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463537093	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS538    	2	Addr type, Address no, Str date, Empl no	Addr, Adrno    	EAADDR    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63217	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463537108	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS610    	1	Customer	Cust           	OCUSMA    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542286	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	2	Search key, Customer	Key, Cust      	OCUSMA    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542301	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	3	Telephone no 1, Customer	Tel 1, Cust    	OCUSMA    	20	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542317	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	4	Customer group, Customer	C grp, Cust    	OCUSMA    	30	0	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542317	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	5	Salesperson, Customer	Slspr, Cust    	OCUSMA    	40	0	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542333	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	6	Name, Customer	Name, Cust     	OCUSMA    	60	0	STD06-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542348	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	7	Your ref 1, Customer	Y rf1, Cust    	OCUSMA    	70	0	STD07-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542364	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	8	EAN code, Customer	EAN, Cust      	OCUSMA    	85	0	STD08-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542380	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	9	Payer, Customer	Payer, Cust    	OCUSMA    	87	0	STD09-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542381	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	10	Inv recipient, Customer	Recip, Cust    	OCUSMA    	88	0	STD10-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542397	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS610    	11	Facility, Search key, Customer	Fac, Key       	OCUSMA    	50	0	STD11-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63222	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463542413	0	0	0	0	0	OKSTAT	0	      	      	0	0	0	0	          	0	               
0	CRS620    	1	Supplier	Suppl          	CIDMAS    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63224	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463544100	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS620    	2	Search key, Supplier	S key, Suppl   	CIDMAS    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63224	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463544115	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS620    	3	Telephone no 1, Supplier	Tel 1, Suppl   	CIDMAS    	20	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63224	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463544115	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS620    	4	Supplier alt ID, Supplier	AltID, Suppl   	CIDMAS    	30	0	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63224	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463544164	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS620    	5	Supplier name, Supplier	Name, Suppl    	CIDMAS    	40	0	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63224	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463544180	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS620    	6	Supplier type, Search key, Supplier	Suptp, S key   	CIDMAS    	60	0	STD06-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63224	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463544180	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CRS624    	1	Supplier	Suppl          	CIDVEN    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63225	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463545970	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS100    	1	Order category, Order number, Order line	Ordct, Ordno   	CSSEIN    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63226	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463546539	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS100    	2	Facility, Status, Order cat, Order no	Fac, Stat      	CSSEIN    	10	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63226	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463546539	0	0	0	0	0	EOEIST	0	      	      	0	0	0	0	          	0	               
0	CSS100    	3	Order cat, Order no, Status, Order line	Ordct, Ordno   	CSSEIN    	20	2	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63226	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463546555	0	0	0	0	0	EOEIST	0	EORIDL	      	0	0	0	0	          	0	               
0	CSS105    	1	Order category, Order number, Order line	Ordct, Ordno   	CSSEII    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63227	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463547383	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS105    	2	Division, Job no, Status, Order category	Div, Job n     	CSSEII    	10	2	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63227	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463547383	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	1	Division, Item no, Serial no, Creation d	Div, Itmno     	MISCOR    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549489	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	2	Division, Invent d c, Trans type, Sale t	Div, I d c     	MISCOR    	10	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549520	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	3	Division, Invent d c, Status, Trans type	Div, I d c     	MISCOR    	20	0	STD03-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549520	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	4	Division, Invent d c, Item no, Serial no	Div, I d c     	MISCOR    	30	0	STD04-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549536	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	5	Division, Serial no, Item no, Creation d	Div, Serno     	MISCOR    	40	0	STD05-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549551	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	6	Division, Trans type, Sale type, Serial	Div, Tr tp     	MISCOR    	50	0	STD06-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549567	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	7	Division, Transaction tpe, Serial number	Div, Tr tp     	MISCOR    	60	0	STD07-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549567	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	8	Division, Serial number, Transaction tpe	Div, Serno     	MISCOR    	70	0	STD08-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549582	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS204    	9	Division, Status, Creation d, Trans type	Div, Sts       	MISCOR    	80	2	STD09-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63229	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463549598	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	CSS205    	1	Division, Item no, Serial no, Creation d	Div, Itmno     	MIGRIF    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63230	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463550103	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	DRS150    	1	Shipment package no	Shipment packag	DSPACK    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63231	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463551736	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	DRS150    	2	Shipment, Shpt package no	Shipm, Shpt    	DSPACK    	10	1	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63231	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463551751	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	DRS150    	3	Shipment, Shpt package no	Shipm, Shpt    	DSPACK    	10	0	STD03-01  	          	          	          	          	          	          	          	1	               	               	               	               	               	               	               	0	20131219	63231	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463551767	0	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	GLS280    	1	Division, Year, Vouch ser, Voucher no	Div, Year      	FGLEDD    	07	1	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63233	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463553036	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	GLS280    	2	Division, Year, Vouch ser, Voucher no	Div, Year      	FGLEDD    	05	1	STD01-02  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63233	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463553052	1	0	0	0	0	      	0	      	      	0	0	0	0	          	0	               
0	MMS001    	1	Item number	Itmno          	MITMAS    	00	0	STD01-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63236	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463556486	0	0	0	0	0	MMSTAT	0	      	      	0	0	0	0	          	0	               
0	MMS001    	2	Item type, Item number	Itmtp, Itmno   	MITMAS    	70	0	STD02-01  	          	          	          	          	          	          	          	0	               	               	               	               	               	               	               	0	20131219	63236	20131219	1	MOVEX     	0	0	0	0	0	0	               	1387463556501	0	0	0	0	0	MMSTAT	0	      	      	0	0	0	0	          	0	               
